SKILL_20150317_000001	Ataque
SKILL_20150317_000346	[Arma] Físico, Perfurante, Propriedade Fogo, Ataque
SKILL_20150317_000347	[Arma] Físico, Perfurante, Propriedade Fogo, Corre e Ataca duas vezes
SKILL_20150317_000348	[Flask] Físico, Impacto, Propriedade Fogo, Ataque
SKILL_20150317_000349	[Boneco Shamam Negro] Físico, Perfurante, Propriedade Sombria, Ataque
SKILL_20150317_000350	[Dimmer] Físico, Impacto, Propriedade Fogo, Ataque
SKILL_20150317_000351	[Dimmer] Físico, Impacto, Propriedade Fogo, Ataca Duas Vezes
SKILL_20150317_000352	[Boneco Shamam Bruxo] Físico, Impacto, Propriedade Sombria, Ataque
SKILL_20150317_000353	[Boneco Shamam Bruxo] Físico, Impacto, Propriedade Sombria, Gira e Ataca três vezes
SKILL_20150317_000354	[Sequoia em Chamas] Mágico, Mágico, Propriedade Fogo, Ataque
SKILL_20150317_000355	[Raflor] Físico, Perfurante, Propriedade Veneno, Ataca com Tentáculo
SKILL_20150317_000356	[Raflor] Físico, Perfurante, Propriedade Veneno, Ataca com Tentáculo
SKILL_20150317_000357	[Bruxo Vubbe] Mágico, Mágico, Propriedade Fogo, Relâmpago
SKILL_20150317_000358	[Bruxo Vubbe] Mágico, Mágico, Propriedade Fogo, Escudo Refletor
SKILL_20150317_000359	[Bruxo de Fogo Vubbe] Mágico, Mágico, Propriedade Fogo, Ataque Bola de fogo
SKILL_20150317_000360	[Bruxo de Fogo Vubbe] Mágico, Mágico, Propriedade Fogo, Ataque Pillar de Fogo
SKILL_20150317_000361	[Bruxo de Gelo Vubbe] Mágico, Mágico, Propriedade Gelo, Ataque Lanças de Gelo
SKILL_20150317_000362	[Bruxo de Gelo Vubbe] Mágico, Mágico, Propriedade Gelo, Ataque Onda Recongelante
SKILL_20150317_000363	[Vubbe Shamam] Mágico, Mágico, Propriedade Sombria, Habilidade de Cura no Chão
SKILL_20150317_000364	[Vubbe Shamam] Mágico, Mágico, Propriedade Sombria, Habilidade de uso no Chão
SKILL_20150317_000365	[Shredded] Mágico, Mágico, Propriedade Sombria, Teleporta no Alvo e Ataca
SKILL_20150317_000366	[Leafnut] Físico, Impacto, Ataque de Propriedade Veneno
SKILL_20150317_000367	[Panto] Físico, Impacto, Propriedade Terra, Ataca Duas Vezes
SKILL_20150317_000368	[Panto] Físico, Impacto, Propriedade Terra, Seis ataques continuos
SKILL_20150317_000369	[Panto] Mágico, Buff de Movimento, Mágico,
SKILL_20150317_000370	[Guerreiro Panto] Físico, Cortante, Propriedade Terra, Ataque
SKILL_20150317_000371	[Ultanun] Ataque Perfurante de Propriedade Veneno
SKILL_20150317_000372	[Ultanun] Magia de Propriedade Veneno
SKILL_20150317_000373	[Rubabos] Físico, Impacto, Ataque da Propriedade Gelo
SKILL_20150317_000374	[Rubabos] Mágico, Mágico, Ataque da Propriedade Gelo
SKILL_20150317_000375	[Elite Slime] Físico, Impacto, Propriedade Terra, Ataque
SKILL_20150317_000376	[Bushspider] Físico, Impacto, Neutro, Ataque
SKILL_20150317_000377	[Pokubu] Físico, Impacto, Propriedade Terra, Esmaga com a Cabeça
SKILL_20150317_000378	[Mali] Um ataque Físico, Impacto, Propriedade Veneno,
SKILL_20150317_000379	[Mallardu] Físico, Impacto, Ataque de Propriedade Terra
SKILL_20150317_000380	[Mallardu] Físico, Impacto, Sopro de cura propriedade terra
SKILL_20150317_000381	[Grummer] Físico, Impacto, Propriedade Veneno, Ataque
SKILL_20150317_000382	[Hummingbird] Físico, Perfurante, Ataque de Propriedade Veneno
SKILL_20150317_000383	[Leafly] Físico, Cortante, Propriedade Elétrica, Ataque
SKILL_20150317_000384	[Chupacabra do Deserto] Buff, Mágico, Restaura HP Escondido
SKILL_20150317_000385	[Chupacabra do Deserto] Físico, Impacto, Ataque de Propriedade Terra
SKILL_20150317_000386	[Chromadog] Físico, Impacto, Ataque de Propriedade Fogo
SKILL_20150317_000387	[Seedmia] Físico, Impacto, Propriedade Veneno, Ataque
SKILL_20150317_000388	[Seedmia] Físico, Impacto, Propriedade Veneno, Um ataque a distância
SKILL_20150317_000389	[Glock] Físico, Cortante, Ataque de Propriedade Sombria
SKILL_20150317_000390	[Glock] Mágico, Mágico, Ataque de Propriedade Sombria
SKILL_20150317_000391	[Wupent] Físico, Cortante, Reduz ataques da Propriedade Gelo
SKILL_20150317_000392	[Wupent] Físico, Cortante, Ataque da Propriedade Gelo
SKILL_20150317_000393	[Rodelin] Físico, Cortante, Ataque de Propriedade Sombria
SKILL_20150317_000394	[Rodelin] Físico, Cortante, Ataque da Propriedade Sombria a Distância
SKILL_20150317_000395	[Rodelin] Físico, Cortante, Propriedade Sombria, Muda de Alvo
SKILL_20150317_000396	[Glizardon] Físico, Cortante, Ataca com Propriedade Sombria duas vezes
SKILL_20150317_000397	[Glizardon] Físico, Cortante, Cura de Propriedade Sombria, Ataque de Vento 4 vezes
SKILL_20150317_000398	[Glizardon] Físico, Cortante, Esmaga com Propriedade Sombria
SKILL_20150317_000399	[Coliers] Físico, Impacto, Ataque de Propriedade Sombria
SKILL_20150317_000400	[Loxodon Vermelho] Físico, Impacto, Ataque de Propriedade Fogo
SKILL_20150317_000401	[Beeteros] Físico, Impacto, Ataque de Propriedade Veneno
SKILL_20150317_000402	[Mentiwood] Físico, Cortante, Ataque de Propriedade Elétrica
SKILL_20150317_000403	[Mentiwood] Físico, Cortante, Ataque Elétrico de Duas Mãos
SKILL_20150317_000404	[Egnome] Mágico, Mágico, Ataca com Propriedade Elétrica duas vezes
SKILL_20150317_000405	[Egnome] Mágico, Mágico, Descarga Elétrica
SKILL_20150317_000406	[Beetow] Físico, Cortante, Ataque de Propriedade Elétrica
SKILL_20150317_000407	[Beetow] Físico, Cortante, Propriedade Elétrica
SKILL_20150317_000408	[Pawndel] Físico, Cortante, Ataque de Propriedade Sombria
SKILL_20150317_000409	[Pawndel] Físico, Cortante, Ataca com Propriedade Sombria três vezes
SKILL_20150317_000410	[Carcashu] Físico, Impacto, Ataque de Propriedade Veneno
SKILL_20150317_000411	[Carcashu] Físico, Impacto, Ataca com Propriedade Veneno quatro vezes
SKILL_20150317_000412	[Black Maize] Físico, Impacto, Propriedade Veneno
SKILL_20150317_000413	[Firent] Físico, Propriedade Terra, Ataque de Impacto
SKILL_20150317_000414	[Firent]
SKILL_20150317_000415	[Spectro do Monarca]
SKILL_20150317_000416	[Golem] Ataque Continuo, Direita
SKILL_20150317_000417	[Golem] Ataque Continuo, Esquerda
SKILL_20150317_000418	[Golem] Leve Esmagada
SKILL_20150317_000419	[Golem] Esmaga
SKILL_20150317_000420	[Golem] Ruge
SKILL_20150317_000421	[Firent] Usa buff de Transforce
SKILL_20150317_000422	[Velwriggler] Físico, Cortante, Ataque de Propriedade Veneno
SKILL_20150317_000423	[Lichenclops] Físico, Cortante, Ataque de Propriedade Veneno
SKILL_20150317_000424	[Dumaro] Físico, Cortante, Ataque de Propriedade Veneno
SKILL_20150317_000425	[Ticen] Físico, Perfurante, Ataque de Propriedade Sombria
SKILL_20150317_000426	[Tucen] Físico, Impacto, Ataque de Propriedade Veneno
SKILL_20150317_000427	[Guerreiro Siaulamb] Físico, Cortante, Ataque de Propriedade Veneno
SKILL_20150317_000428	[Siaulamb Lagoon] Físico, Impacto, Ataque de Propriedade Veneno
SKILL_20150317_000429	[Siaulamb Shamam] Físico, Impacto, Ataque de Propriedade Veneno
SKILL_20150317_000430	[Minivern] Físico, Impacto, Ataque da Propriedade Gelo
SKILL_20150317_000431	[Cronewt] Físico, Impacto, Ataque de Propriedade Veneno
SKILL_20150317_000432	[Infrohoglan] Físico, Impacto, Ataque de Propriedade Veneno
SKILL_20150317_000433	[Colistump] Físico, Impacto, Ataque de Propriedade Elétrica
SKILL_20150317_000434	[Lapasape] Físico, Cortante, Ataque de Propriedade Veneno
SKILL_20150317_000435	[Infroblud] Físico, Impacto, Ataque de Propriedade Veneno
SKILL_20150317_000436	[Leaf Bug] Um ataque Físico, Propriedade Terra, Impacto
SKILL_20150317_000437	[Hanaming] Um ataque Físico, Propriedade Terra, Impacto
SKILL_20150317_000438	[Crystal Spider] Um ataque Físico, Propriedade Gelo, Perfurar
SKILL_20150317_000439	[Jukopus Cinza] Um ataque Mágico, Propriedade Gelo, Impacto
SKILL_20150317_000440	[Pokubu Cinza]
SKILL_20150317_000441	[Red Vubbe Archer] Alcance, Perfurante, Ataque de Propriedade Fogo
SKILL_20150317_000442	[Pescador Vermelho] Um ataque Físico, Impacto, Ataque de Propriedade Fogo
SKILL_20150317_000443	[Pescador Vermelho] Mágico, Buff, Aggressor Buff Skill
SKILL_20150317_000444	[Simorph] Físico, Propriedade Terra, Impacto
SKILL_20150317_000445	[Duckey] Físico, Impacto, Ataque de Propriedade Fogo
SKILL_20150317_000446	[Yognome] Mágico, Mágico, Ataque de Propriedade Elétrica
SKILL_20150317_000447	[Pawnd] Físico, Alcance, Ataque de Propriedade Sombria
SKILL_20150317_000448	[Pendinmire]
SKILL_20150317_000449	[Zigri Marrom] Físico, Cortante, Ataque de Propriedade Terra
SKILL_20150317_000450	[Zigri Marrom] Físico, Cortante, Ataca com Propriedade Terra duas vezes
SKILL_20150317_000451	[Zigri Marrom] Físico, Cortante, Ataque de Propriedade Sombria
SKILL_20150317_000452	[Zigri Marrom] Físico, Cortante, Ataque de Propriedade Sombria duas vezes
SKILL_20150317_000453	[Blin] Físico, Impacto, Ataque de Propriedade Sombria
SKILL_20150317_000454	[Zinutekas] Físico, Perfurante, Ataque de Propriedade Terra
SKILL_20150317_000455	[Zinutekas] Físico, Perfurante, Ataca com Propriedade Terra duas vezes
SKILL_20150317_000456	[Griba Vermelho] Físico, Impacto, Ataque de Propriedade Fogo
SKILL_20150317_000457	[Griba Vermelho] Físico, Impacto, Propriedade Fogo, Ataca duas vezes
SKILL_20150317_000458	[Velho Kepa Vermelho] Físico, Impacto, Ataque de Propriedade Fogo
SKILL_20150317_000459	[Rafflesia Negro] Alcance, Mágico, Atira com Propriedade Sombria a Distância
SKILL_20150317_000460	[Rafflesia Negro] Físico, Mágico, Ataque de Propriedade Sombria
SKILL_20150317_000461	[Infrorocktor Vermelho] Físico, Impacto, Ataque de Propriedade Fogo
SKILL_20150317_000462	[Infrorocktor Vermelho] Mágico, Aumenta Bloqueio
SKILL_20150317_000463	[Ellom Verde] Físico, Impacto, Ataque de Propriedade Veneno
SKILL_20150317_000464	[Pokuborn] Físico, Perfurante, Ataque de Propriedade Veneno
SKILL_20150317_000465	[Pokuborn] Físico, Perfurante, Ataque de Propriedade Elétrica
SKILL_20150317_000466	[Vubbe Perseguidor] Físico, Perfurante, Ataque de Propriedade Sombria duas vezes
SKILL_20150317_000467	[Vubbe Perseguidor] Físico, Perfurante, Propriedade Sombria, Ataca cinco vezes
SKILL_20150317_000468	[Boneco] Físico, Perfurante, Ataque da Propriedade Sombria
SKILL_20150317_000469	[Drake Verde] Físico, Impacto, Ataque de Propriedade Veneno
SKILL_20150317_000470	[Drake Verde] Mágico, Mágico, Ataque de Propriedade Veneno
SKILL_20150317_000471	[Drake Negro] Físico, Impacto, Ataque da Propriedade Sombria
SKILL_20150317_000472	[Drake Negro] Mágico, Mágico, Ataque da Propriedade Sombria
SKILL_20150317_000473	[Geurreiro Vubbe] Físico, Cortante, Ataque da Propriedade Sombria
SKILL_20150317_000474	[Puragi Azul] Físico, Impacto, Ataque da Propriedade Gelo
SKILL_20150317_000475	[Vubbe Ladrão Vermelho] Físico, Perfurante, Ataca com Propriedade Fogo uma vez
SKILL_20150317_000476	[Grade Gribaru Negro] Físico, Impacto, Ataque da Propriedade Sombria
SKILL_20150317_000477	[Grade Gribaru Negro] Mágico, Mágico, Ataque da Propriedade Sombria
SKILL_20150317_000478	[Desmodus Negro] Físico, Perfurante, Ataque da Propriedade Sombria
SKILL_20150317_000479	[Rubblem] Físico, Impacto, Ataque de Propriedade Terra
SKILL_20150317_000480	[Matsum] Mágico, Impacto, Ataque de Propriedade Fogo. Invoca Bola de Fogo
SKILL_20150317_000481	[Pawndel] Físico, Cortante, Ataque de Propriedade Sombria duas vezes
SKILL_20150317_000482	[Dionia] Impacto Físico Neutro
SKILL_20150317_000483	[Dionia] Impacto Mágico Venenoso
SKILL_20150317_000484	[Bearkaras] Impacto Físico de Propriedade Terra
SKILL_20150317_000485	[Bearkaras] Corte Físico de Propriedade Terra
SKILL_20150317_000486	[Abominação] Impacto Físico Neutro
SKILL_20150317_000487	[Abominação] Magia Neutra
SKILL_20150317_000488	[Spectro Iluminado] Magia Física Sombria
SKILL_20150317_000489	[Rikaus] Impacto Físico Neutro
SKILL_20150317_000490	[Rikaus] Impacto Físico Sombrio
SKILL_20150317_000491	[Bramble] Impacto Físico Neutro
SKILL_20150317_000492	[Bramble] Perfuração Física Neutra
SKILL_20150317_000493	[Molich] Impacto Físico Sombrio
SKILL_20150317_000494	[Molich] Magia Sombria
SKILL_20150317_000495	[Sequoia] Impacto Físico Neutro
SKILL_20150317_000496	[Sequoia] Impacto Físico de Propriedade Fogo
SKILL_20150317_000497	[Sequoia] Magia de Fogo
SKILL_20150317_000498	[Rikaus] Magia Sombria
SKILL_20150317_000499	[Sparnasman] Impacto Físico Neutro
SKILL_20150317_000500	[Sparnasman] Magia Fisica Neutra
SKILL_20150317_000501	[Empregada da Tumba] Magia Neutra
SKILL_20150317_000502	[Empregada da Tumba] Impacto Físico Neutro
SKILL_20150317_000503	[Kubas] Magia Fisica Neutra
SKILL_20150317_000504	[Kubas] Magia Fisica Elétrica
SKILL_20150317_000505	[Kubas] Magia Física de Gelo
SKILL_20150317_000506	[Kubas] Magia Física de Fogo
SKILL_20150317_000507	[Grinender] Impacto Físico de Propriedade Fogo
SKILL_20150317_000508	[Grinender] Perfuração Física de Fogo
SKILL_20150317_000509	[Grinender] Magia Física de Fogo
SKILL_20150317_000510	[Grinender] Magia de Fogo
SKILL_20150317_000511	[Pyroego] Impacto Físico de Propriedade Fogo
SKILL_20150317_000512	[Pyroego] Magia de Fogo
SKILL_20150317_000513	[Lithorex] Magia de Propriedade Veneno
SKILL_20150317_000514	[Lithorex] Magia Neutra
SKILL_20150317_000515	[Molich] Impacto Físico Neutro
SKILL_20150317_000516	[Link Roller] Magia de Propriedade Elétrica
SKILL_20150317_000517	[Deadborn] Impacto Físico Sombrio
SKILL_20150317_000518	[Deadborn] Corte Físico Sombrio
SKILL_20150317_000519	[Salamandra] Impacto Físico de Propriedade Fogo
SKILL_20150317_000520	[Salamandra] Perfuração Física de Fogo
SKILL_20150317_000521	[Chefe Kepa] Impacto Físico Neutro
SKILL_20150317_000522	[Chefe Kepa] Impacto Mágico Neutro
SKILL_20150317_000523	[Golem] Impacto Físico de Propriedade Terra
SKILL_20150317_000524	[Spectro Iluminado] Impacto Mágico Sombrio
SKILL_20150317_000525	[Spectro do Monarca] Magia Sombria
SKILL_20150317_000526	[Mirtis] Corte Físico Sombrio
SKILL_20150317_000527	[Mirtis] Magia Física Sombria
SKILL_20150317_000528	[Mirtis] Magia Sombria
SKILL_20150317_000529	[Mirtis] Corte Mágico Sombrio
SKILL_20150317_000530	[Saltistter] Impacto Físico de Gelo
SKILL_20150317_000531	[Saltistter] Magia Física de Gelo
SKILL_20150317_000532	[Espirito da Madeira] Impacto Físico Neutro
SKILL_20150317_000533	[Espirito da Madeira] Magia Fisica Neutra
SKILL_20150317_000534	[Espirito da Madeira] Magia Neutra
SKILL_20150317_000535	[Baleia de Pedra] Magia de Propriedade Terra
SKILL_20150317_000536	[Ginklas] Impacto Físico de Propriedade Fogo
SKILL_20150317_000537	[Yonazolem] Impacto Físico Neutro
SKILL_20150317_000538	[Yonazolem] Impacto Mágico Neutro
SKILL_20150317_000539	[Tutu] Impacto Físico de Propriedade Veneno
SKILL_20150317_000540	[Tutu] Magia de Propriedade Veneno
SKILL_20150317_000541	[Biteregina] Perfuração Física Neutra
SKILL_20150317_000542	[Biteregina] Corte Físico de Propriedade Veneno
SKILL_20150317_000543	[Biteregina] Magia Física Venenosa
SKILL_20150317_000544	[Mestre Genie] Impacto Físico Neutro
SKILL_20150317_000545	[Mestre Genie] Magia de Gelo
SKILL_20150317_000546	[Iltiswort] Impacto Físico Neutro
SKILL_20150317_000547	[Iltiswort] Magia Física Venenosa
SKILL_20150317_000548	[Lepus] Corte Físico Neutro
SKILL_20150317_000549	[Mushcaria] Magia Física Venenosa
SKILL_20150317_000550	[Mushcaria] Impacto Físico de Propriedade Veneno
SKILL_20150317_000551	[Ellaganos] Impacto Físico Neutro
SKILL_20150317_000552	[Dionia] Magia Neutra
SKILL_20150317_000553	[Baleia de Pedra] Impacto Físico de Propriedade Terra
SKILL_20150317_000554	[Baleia de Pedra] Perfuração de Propriedade Terra
SKILL_20150317_000555	[Ginklas] Magia Física de Fogo
SKILL_20150317_000556	[Lepus] Impacto Mágico Neutro
SKILL_20150317_000557	[Giantredwood] Perfuração Mágica de Fogo
SKILL_20150317_000558	[Bebraspion] Impacto Físico Neutro
SKILL_20150317_000559	[Bebraspion] Impacto Físico Elétrico
SKILL_20150317_000560	[Sparnas] Impacto Físico Neutro
SKILL_20150317_000561	[Sparnas] Perfuração Física Neutra
SKILL_20150317_000562	[Sparnas] Magia Fisica Elétrica
SKILL_20150317_000563	[Rajatoad] Magia Neutra
SKILL_20150317_000564	[Rajatoad] Impacto Físico de Gelo
SKILL_20150317_000565	[Chafer] Corte Físico de Propriedade Veneno
SKILL_20150317_000566	[Chafer] Perfuração Física Venenosa
SKILL_20150317_000567	[Chafer] Magia Física Venenosa
SKILL_20150317_000568	[Throneweaver] Magia Física Venenosa
SKILL_20150317_000569	[Throneweaver] Impacto Físico de Propriedade Veneno
SKILL_20150317_000570	[Throneweaver] Magia de Propriedade Veneno
SKILL_20150317_000571	[Mineloader] Impacto Físico Elétrico
SKILL_20150317_000572	[Shadowgaler] Corte Físico Sombrio
SKILL_20150317_000573	[Shadowgaler] Magia Sombria
SKILL_20150317_000574	[Shadowgaler] Magia Física Sombria
SKILL_20150317_000575	[Giantredwood] Impacto Físico Neutro
SKILL_20150317_000576	[Giantredwood] Impacto Físico de Propriedade Fogo
SKILL_20150317_000577	[Rexipher] Impacto Físico Sombrio
SKILL_20150317_000578	[Rocktortuga] Impacto Físico de Propriedade Terra
SKILL_20150317_000579	[Luropus] Perfuração Física Neutra
SKILL_20150317_000580	[Necroventer] Impacto Mágico Sombrio
SKILL_20150317_000581	[Necroventer] Magia Sombria
SKILL_20150317_000582	[Helgasercle] Corte Mágico Sombrio
SKILL_20150317_000583	[Helgasercle] Corte Físico Sombrio
SKILL_20150317_000584	[Helgasercle] Magia Sombria
SKILL_20150317_000585	[Luropus] Impacto Físico Neutro
SKILL_20150317_000586	[Luropus] Magia Neutra
SKILL_20150317_000587	[King Liverwort] Impacto Físico de Propriedade Veneno
SKILL_20150317_000588	[Archon] Impacto Físico de Propriedade Fogo
SKILL_20150317_000589	[Yekub] Impacto Físico Sombrio
SKILL_20150317_000590	[Yekub] Impacto Mágico Sombrio
SKILL_20150317_000591	[Yekub] Magia Neutra
SKILL_20150317_000592	[Carapace] Impacto Físico de Gelo
SKILL_20150317_000593	[Carapace] Corte Físico de Gelo
SKILL_20150317_000594	[Lobisomem] Corte Físico Neutro
SKILL_20150317_000595	[Lobisomem] Impacto Físico Neutro
SKILL_20150317_000596	[Lobisomem] Magia Física Sombria
SKILL_20150317_000597	[Lobisomem] Corte Físico Sombrio
SKILL_20150317_000598	[Archon] Magia Neutra
SKILL_20150317_000599	[Ellaganos] Perfuração Física Neutra
SKILL_20150317_000600	[Ellaganos] Magia Física Sombria
SKILL_20150317_000601	[Cyclops] Impacto Físico Sombrio
SKILL_20150317_000602	[Cyclops] Magia Sombria
SKILL_20150317_000603	[Rajapearl] Corte Físico Neutro
SKILL_20150317_000604	[Rajapearl] Magia Física de Gelo
SKILL_20150317_000605	[Honeypin] Impacto Físico de Propriedade Veneno
SKILL_20150317_000606	[Honeypin] Magia Física Venenosa
SKILL_20150317_000607	[Kepachieftain] Magia Neutra
SKILL_20150317_000608	[Netherbovine] Perfuração Física Sombria
SKILL_20150317_000609	[Netherbovine] Magia Física Sombria
SKILL_20150317_000610	[Netherbovine] Impacto Físico Sombrio
SKILL_20150317_000611	[Achat] Impacto Físico Neutro
SKILL_20150317_000612	[Rytaswort] Impacto Físico de Propriedade Veneno
SKILL_20150317_000613	[Rytaswort] Magia Física Venenosa
SKILL_20150317_000614	[Rytaswort] Magia de Propriedade Veneno
SKILL_20150317_000615	[Rytaswort] Magia Neutra
SKILL_20150317_000616	[Lepus] Impacto Físico Neutro
SKILL_20150317_000617	[Rexipher] Magia Sombria
SKILL_20150317_000618	[Corrompidor] Magia Sombria
SKILL_20150317_000619	[Corrompidor] Impacto Mágico Sombrio
SKILL_20150317_000620	[Mushcaria] Magia de Propriedade Veneno
SKILL_20150317_000621	[Rocktortuga] Magia de Propriedade Terra
SKILL_20150317_000622	[Chafer] Magia de Propriedade Veneno
SKILL_20150317_000623	[Lutador Vubbe] Corte Físico de Propriedade Terra
SKILL_20150317_000624	[Lutador Vubbe] Impacto Físico de Propriedade Terra
